clean_text,label
mujhi ye wala best lagga sunoo btw nice attempt improv best luck,positive
ever touch feet hon m kind hon st ladi usa right happi ramjaan month good night nan,positive
nhi chahiy ese bhrast neta hamar tv dibet jo sirf chilla chilla kr dibet nhi hone dete hone,neutral
sharm ani chahey call presid ko shkal sy hi bewakuf lagta ha jese koi pagal bat krta krta dant kaat le ga nan,negative
love amit ji jai dri sens humor one liner role wer,positive
banani m bad self promo ok nan,neutral
manani mukhyamantri ji banda bhoomi sanrakshan sinchai avm jal sansadhan vibhag bhi bahut bhar,neutral
sir ji ap chha gay hain tusi great nan,positive
ahsan bhai meri taraf se best wish di jye ga apnay bhai ko nan,neutral
n mother gave birth son becam cm pm say son,positive
gujju aag mat lagao ladkio mai hame nahi ladna nan,neutral
ntf aaj ke episod mam apk kolkata ke raasgol anjaan maheman ke liy aur hamr liy tmkoc nan,neutral
chatn main sambit ko pichh chhodna chahta hai bjp main competit jo bahut hai nan,neutral
energi eid safayi,neutral
abhi darbari patrakar nahi hote hai isliy congress ka zut bikta nahi aap desh k virodh ka,neutral
rashid main iss liy pucha coz mumbai aur,neutral
israel america india tumhar kabhi dost nahi ho ae musalmano per bharosa mat karo ye tumhar mulk islaam k dushman hain nan,negative
problem polic ke misconduct aur misbehaviour pe hai rural area ke case,positive
sirf awwal shriman ne flirt ko kala ka darza dilaya h nan,negative
cast crew jo jeeta wohi sikandar releas year ago may khan,neutral
miss kill nan,neutral
sharma evm dhand ho sakti hbut etn bade level pe nahi congress ko agar vote lene h andar hi,positive
aacha hai iss corrupt k liy bharkain marna band karein aur allah per unki beemari chor dain agar aacha hona hoga,neutral
elk oggend lee ek van nog n boer boerin wat vermoorgemartel isdan gaan n stukki doodelk druppel af nan,neutral
k odi world cup pak wi k khilaf pahla match har gia k t world cup pak eng k khilaf apna pahla,neutral
lol modi ke interview haha dhokebaaz hai modi nan,negative
report madam app thakti nahi hain bakwa ker ker k ms nahi kyun kay mujh gairat nahi ati nan,negative
aaj hamar haan waqai thand see hai baarish bhee hai insid home s nice chilli nan,neutral
loktantra vijay hua har har modi ghar ghar modi sabka sath sabka vika sabka visva,positive
evryon might leav one wont god nan,neutral
apko baar ke sarkar mein hum sabhi miss kar rahe h aapki sundar karyasaili ki mein fan hu aasa karti h,positive
bharat ke rail depart ki halat bahut hi jyada kharab hai isk liy,neutral
mera ghanta se jyada ho gaya hai abhi tak mera problem ko solv nahin kiya wazirx ne mera otp code nahi aa raha,neutral
hello sir ji sir ji mere dada aapk bahut bade fan mera pura famili deol parivaar ka fan hai,positive
kya ap meri madad kar sakt hai mere gao rode nahi hai jabki sal se bjp yaha jet rahi kya ham bjp ko apna vot,neutral
whatsinanam meri bhi yahi aadat hai abba bohot chillat hai ki eye sight kharab ho jaegi nan,negative
icc world cup ke joh warm match hue hai ji woh bhaut interest hue hai ji amaz superstar jai hind ji,positive
good news youtub mahina apn channel par kaam kark dekho revunu jyda miln wale hai han ad bagera jyda arha hai nan,neutral
suman tarek sahab brought relev issu great empathi abil feel appreci nan,neutral
dear tum behar ho arrog ho humari wife ho toh fir sunt kyu nahi ho ek zakaa wala promo de na nan,neutral
guttar k dhakuno key chore say shru kiya hua busi arz pak ko lootnay tuk pohncha kitnay bank fail huay log medici nan,neutral
hun isliya lost match muji lga player ki glti ha unfortun wrong dude nan,neutral
kyu sir wo achha bol leta hai high light ho gaya niyam kanoon pel ke jail daal diy aap lo,neutral
ind undeliver distanc min km order much,neutral
aapko kya kerna janata modi ko pasand kerti aur gas cylind kg ka rupiya mein kharidegi aapko,neutral
waalakum us salam brother prayer khosh rahan nan,positive
inc gaurav bhakto ko ullu banaya bada mazaa aaya sincer modi nan,neutral
yo boy give best funniest pick line love hear girl say girl want fresh,positive
congress cwc ne aaj kaha ki cong sanvidhan ki raksha ke liy ladti rahegi kya unka aarth ki modi sarkar sanvidh,positive
haaayeeee sachi lucki sis eye lash omg bless one nt allah nazr bad see bachay nan,positive
tum hajaro saal se jo dog chal chal rahe ho aur sab apn baap ka samjht ho uska kya puvhhiyo apn baap dada se k,neutral
bahut bhut subhkamnay badhai bhai hanumang beniw ko,neutral
yaha wala ko kabalo nga birthday man diay nimooooo hahahahahhahaha sorri kuya cyp nan,neutral
pakistani fauj ka captain jo mulk ka sara budget kha raha hai aap bhi iss ki iftar ka manzar apni ankhon se dekh lein k k nan,negative
swachbharat great initi last term modi govt need continu addit need sim nan,positive
de rasta song definit danc wed day nan,positive
meat gost iss video ki jaanch honi chahiy hindu gost nhi bolt hain koi bhi reaction dene se,neutral
cours nic wo smart momo ka chotu hai forget nan,positive
actuali sad bighairathi ki intiha hain yi koi nahi aaj,neutral
kisko pata tha fair love veli ghis ghis kei itti gori ho jayegi yeh ladki way die hard fan,positive
lanati ko marney haram khor ns nasl harami baddiyanat e azam na ahl azam ible ka chela lo,negative
cogratul modiji today happi got prime minist pleas give repli us nan,positive
amit shah ji pleas jet airway ke employe ke bare mein kuch kariy parivar wale bahut pareshan hai bhukh mar rahe hain nan,positive
bahut bahut badhai dada aap ko v modi ji ko v hum sati kk sath chale jite v,positive
media walon ny apki mistak say entertain deliv ki sath nahi dia ultaa expos kiya nan,negative
smriti ji love u nari shkti aag congratul god k,positive
wohi hypothet toh raul vinci bhi rajiv gandhi ke suputr hain,neutral
namastey vav kpoper welcom glad share love vav idol vampz fandom,positive
tumh bjp ki chatna hai usk liy congress ke spokesperson ki kya zaroorat ab koi rukawat nahin l,negative
class mein teacher tumhar liy elect ka data banyeg padahi se tere ko koi matlab nahi nan,neutral
jay hind want highlight one issu societi armi person famili need take school admi,neutral
good night friend follow everyon like retweet repli mnaor gn follow ifb nan,neutral
nan,positive
dhan dhan satguru tera hi aasra gud morn sohn dr ji bless apna v khyaal rakhna sohn g,positive
ab ismein tanashahi ravaiya kahan se ho gaya yar ye unhon achcha hi kiya agar polic ko dought ha,neutral
say s chalta hae bhai attitud metro r govt control except lin,negative
btw get wrong main ye nahi kehta ke foreign cheezon ko pasand nahi karna chahiy buss ye keh raha hoon ke,neutral
vand mataram desh ki baag dor bahut samay baad sahi haathon mein aai jai sri ram jai hind,positive
baishak dil ka sakoon allah ky zikar allah p hi bharosa rakhyn sab acha hoga nan,positive
askstar ajinkya rahan effect world cup worldcup nan,neutral
allah swt farmatay hain jab mai apnay banday say khush hota hon tw unko beti kay roop mai naimat ataa krta hon,positive
agre krta hu lkn pe pakistan ka masla nhi jo log qanoon bnate r tort wo begherat hein nan,neutral
ye apk liy ek achha mauka tha un bengali bhai bahano ko samjhan ka ki ye sab polit viol,negative
whi bottom krishna ka watermark nahi dikh rha baawl nan,neutral
make anyon sad jaanta hoon ek ais shak ko main bhi munir gham se patthar ho gaya lekin kabhi roya nahin nan,neutral
look face face corrupt policeman embarrass,negative
bachpan ly k ajtak team ka yehe randi rona dekhti aa rhi hyn k ye hamesha possess khelni lag j,negative
allah se duya kartahu ki tumhara din kate hamesa gd gd gd luck sweet dream nan,positive
dallo dallo jhoot ki dukan band,neutral
ye thi okat tere chor bap ki,negative
icc ko walon ko waqt se pehl hi kisi ne bata dia tha wahab riaz wc khele ga nan,neutral
main islam terrorist ka bola tha tere jais jihadi ko mirchi kyn lagi tera bhi hua hai kya halala nan,negative
yeh sub aap logo ki dua aur kartoot ka natija hai sorri nabil bhai abu bachao muhim aur bhi problem l,positive
good morn sweet sweet papa ji plz bless sewa sumiran parmarth ka bal ba nan,positive
bhagwan ka naam,neutral
kitni movi ke sath naam joda ja raha yaar bc kabhi marshal kabhi vikram vedha satt pe nan,negative
mominn yeah exect said tum meri khwab aye thi raat ko ask dre,neutral
great grandfath pt mehanga ram ji girdawar gilgit till time partit serv year nan,neutral
cute,neutral
human civil ever evolv due three word simon go back love modi nan,positive
exact sir namashkar sir love alway huge fan two year old daughter name,positive
laluyadav great philosoph made coreaug downtrowden poorindian s thought,positive
sir ji aaps vinamra nivedan hai ki prayagraj bhi ais hi kai coach class chalti hai jinm su,neutral
welcom modi g hamar villag mai year se koi vikash nahi hua hai kai baar sikayat ki kuch nahi hua na kh,neutral
istikhara real seek allah give readi might hurt nan,positive
hema hate type parath s hate muli ke parath fart oksorri nan,neutral
srkxpredat sahilahmed abe laudu kise pagal bnara hai saaal d ki news ye fan dega terko iss achha ek fake account bnakr khu nan,negative
shab e qadar mubarak muslim rememb prayer may allah bless protect evil e,neutral
okay desi street food best ever eaten dehradun ke momo best,positive
namooney vanshavaad ka matlab ye nahi ki kisikey bachhon ko mauka naa miley vanshavaad wo hota hai,neutral
lord buz dil kuti indian nan,negative
sal tak intjar karn ke bad bhi hamari mang puri nhi ho saki run staff khush nhi dukhi hai,negative
universo yourmoriarti ye abhi notic kiya tha tmhare comment se phle ke ne kiya likha nan,neutral
prospect shayri ki gehrai mai jayi log jo jhute hote unp sab vishwa kr lete h isko vo mtlb h nan,neutral
super tire day thank god food sirf khane ka sahara hai mujh ab khoob barish mile kisaano ko nan,neutral
tere jais hutiya ke paida iss liy hote hai taak tu backchodi karr sakh din pehl tu narendra modi ji ko,negative
jo banda ail haar pe ronay dhoni k drami shru kr dy wo hamdardi ka haqdaar nhi hy aur,neutral
randi ka bachi sala mater chod afghani kuti nan,negative
excel move parti right track jindabaad jindabaad jindabaad rahulji must roa,neutral
sabs pehl yeh politician hain ya shayar sala inki puri parti ka system hi lull ho gaya nan,negative
ghareeb haq halal kamani ghar se iss nahi nikala ke haram pe palnay walon ke zulm ka nishana banay gho,neutral
himmat mat har rak hausla wo manjar bhi aayega pyas ke paa chal ke khud samundar bhi aayega yu thakhar kar na,positive
main tere baap nawaz shrif ko tu bulaya tha modi ne q us ne tu modi ki maa ko sari b bheji thi,neutral
ka matlab mujeh inko zeyada danda nahi dena chahiy warna bhi block ho jahonga nan,positive
abe bokichodi ye hindustan tere baap ki jagir nhi ki jai shree ram na boln de sun mai bjp se,negative
didi aapn new india ka sapna sakar kar diya mani mani congratul nan,positive
ks ab ye afwah kon fela rha h ki jo bhi may ko india ka match dekhna ke bad bharat movi dekhn jayega,neutral
jaisi k aap logo ko pata h ramzan ka aakhri ashrah h ba barkat raatein hein duaaon yaad rakhein allah aap sab ki nan,neutral
pichl saal app ki sarkar tha app ne dalit pichd jaati ka vika itna kiya ki lucknow cror,neutral
happi bdday may god bless enjoy day nan,positive
jai shree ram didi jai shree ram ham bhakat h shree ram ke aur hame koi rok nahi sakta jai shree r,neutral
phir wohi baat bahi kitni khubiaan haain tum logon main jo kam bc scientist yea nahi bata paye ka larka,neutral
jai bheem great news bahujan kumbkarnaa becoz dis happen de kick start art,positive
tere haat tu khud ka pakad ke rakh teri aukat sirf chutya pan karna hai apni chaddi,negative
gandu muslim gud hindu logo aur maro inko behan chod muslim utho aur maro hindu kutto ko buzdil,negative
ye evm electron vote machin nhi hi ye hai accord opposit modi ji ke pass suprem,neutral
desh ki badi problem uneduc nahin balki educ hin haikyun ki unho ne kabhi rajniti se jude nahin educ,negative
jii bday snapchat fvrt person fvrt song nan,neutral
mam aap jase best anchor jahan rahog chanal number hoga hi congrat nan,positive
athlet denham good luck boy nan,neutral
congratul m follow sona di deserv much surbhijyoti,positive
vps bhai ab tumn rahul ko vote diya hmne bjp ko diy,negative
india ko khola kar diya hamaar chutiya neta log sirf salo ke pass gandi rajneeti karn ke alawa time,negative
sahi maje hain best wc wait home nan,positive
veri good decis space tv debat opposit india rank,neutral
usafzai dafa ho jao haram khoro pakistan tmaray bap ne nai bnaya tum log ezat k qabil nai ho nan,negative
muzi dohad ki adivasi bahul janta ky liya nayay chahiya chife justic gujrathighcourt nan,neutral
sarna jab crimin wife polic station mei ja kar jhute fir complain karti hai whi polic follow section nan,negative
bhai ye saal chutiy hi ye saal randav randi wale hi sabko badam kha,negative
highlight news telecast madarsanew aap ko rakh aag hamesha lage raho nan,neutral
imp remind keep one thing alway mind jo shakh huzoor k zikr per kisi bat ko foqiyat dy aur huzoor k ad nan,neutral
aadarniy pm ji aapko dobara pm bnane ki bhut bhut badhai meri aaps hath jodkr binti h ki desh,positive
xdd kal unk jyadatar batsman ne apna best bhi nhi diya tha tb ye hal kr diya tha khull sand ban k,positive
aar ee ka hein babua phir se fake degre hai ram kya hoga iss desh ka mere ko toh bohut chinta ho rahi hein,neutral
haramkhor aam aadmi aadmi,negative
pyaar chutiya press raval ji aapki bahot respect karta hoonbhen ke pakoday maa ki daal aapn b,negative
local polic ko inform kro chota bacha hai ye bhag nahi skta ye famili ke yaha bhi jaa skta hai nan,positive
peopl nt vote hate send jail likht huy haath nahi kaap tere chamch nan,neutral
amaz didu aapn iss gane ko poora enj,neutral
bahut dukhad ghatna hai teepu din pahl amethi bhi ek bjp worker ko maar diya tha uspar koi,neutral
feel everi pass day kashaf murtaza s philosophi life get relat zindagi har dariya khu nan,neutral
tumhar savarkar ji jail baithkar angrejo ko sorri bol rahe jabki hamar nehru ji ladai ke maidan angr,positive
yogendrayadav tujh koi serious nahi leta ahiro ka naam toh kharab kr hi diya extra attenti,negative
dil khush ho gaya tum bc ka ye haal dekh k hanuman ji tak ko nahi bakshog toh kais bachog mc,negative
makh yahi tu ham kah rahe hai tum allah ke numayend ho tum ko allah ne bheja hai ab jaldi,positive
mujh sharm mahasus hoti hai ki uttar pradesh bjp ki sarkar hai hame insaf nhi mila mere khet g,negative
socha hi nahi tha aisa bhi hoga sirf rona aur kosna hi h ab tere nasib main everyon know janwar nan,negative
vy meri jaan need wish k aaj ka din bohat acha rahi aap ka bilki din prayer alway u nan,positive
sir jeet ki bahut bahut badhai aaps guzarish hai k aur kuch nai par kam se kam begusa,neutral
arvind ji apko sharm mehsus nahi hoti har bat k liy ap modi ji ko blame,negative
bahut badhiya inciat hi bhaiya aapko phir se zabazsttt jeet pr hardik badhai nan,positive
dejouska sub happi nation water flow day new homie hope long long term relationship,neutral
bjp evm chor aur bevkoof pm murder parti presid wyak thooo nan,negative
jai shri ram se problem hai jai shri krishn om namah shivaya jai nan,positive
k b c tim jais kamino ko saza kab hogi gandi sahafat krke bhoonkt kutt nan,negative
gdp ho jayega bhi vote modi ko hi deng tere jese ko nahi tum konsa tir,positive
isko goli maro zaldi varna desh main astirata fail zayega par des droh ki charg laga kar jail,negative
kisi ko tkarki ya tharkan ko agar bo dekhn ka shaukh hai ko follow kr le saynotobra nan,neutral
aur buis se jo sarkar tax leti hai wo ais hi bahut hai buis ko badhan ki koshish honi chahiy taki tax,neutral
thegiftofeduc dera sacha sauda run free primari school poor chi,neutral
shame act someon pti support condemn act nobel ladi proven li,negative
hope babi kick lot tonight alu e koe moe nan,neutral
view mat f word friday forgiv sprinkl love care,neutral
chutiy fir logo ko chutiya bana raha hai fraud saal nak evm ka dabba dikha kr logo k,negative
congratul new upcom lucki coupl social welfar commette name bharosha marriag,positive
shaheedo ka ya unk pariwar ka ktch bhi likht rhte ho shame nan,positive
aik orat ho kar itni galeez bakwa yeh pakistan ki beti ki soch nhi ho sakti tum zaror sider,negative
pata nahi tera kb udega ab ti kuch sharm karo beshram ensaan abhi tk regain kara nahi gay,neutral
vote mila hai bjp ko pura desh pagal nahi ho sakta tum log sirf ghatiya harkat kar sakt,negative
siratom power k ilawa aap ka sub se great karnama aik elect pmchairman oic ko illeg death pena,negative
nahi galat ye case surim court pend para chaho googl ker ke dekhlo nan,neutral
jalebi hiii love way wish nan,positive
shame zartaj gul reaction aur ye bhi kehti hai ke kia meri sister director nahi ban sakti se koi ye poch,negative
sambhaljo sansad ne bjp paisa aapi ne nahi lai jay bjp atal paisa wali parti loksabha ni chutn,neutral
muhammadpti allah kare sare ptm wale kutt ki maut marein aur tum logon ke perchay rone wala bhi koi,negative
ylcnk love u nan,neutral
write paid fake articl money ye bachcho vaali harkat na bachpan mai achhi lagti hai esi cheap hark nan,negative
hindu archana bol lo wais bhi bhakto ko authent degre waal raa nahi aat nan,neutral
congr parti aur gaddar malya ka conect prove karn ki jarorat hi nahi hai malya gadar tuo congress mp tha mod,negative
ye log hi desh ko chalayeg alka ji kyo ab enki sarkar jo man aayega hi kareg deshdraohi sadhvi pragya nan,negative
du yes bhi yahi feku america ke news paper chaaya tha nan,negative
krish requir yagna pre condit veda go h,neutral
hadd ho gayi logo ki haar ki samiksha karn ki bajay ab media pe nishana ag baar janata,neutral
bichar ke pas rahn ko makan nahi khane ko roti nahi hissa esko hissa esa aavaj ek bar gadhiji ne,neutral
ab didi ke dao kuch bacha nahi hai kop bhawan ish liy hain ki jish chor aur thappad marn ko kah r,negative
jahil patwari khud video banai awaam tak tu nikal nahi rahi thee khof se masha allah main sahib ko na sirf macka,negative
kamil congrat love pr nan,positive
miss much,neutral
dil todk na jawo aisa love na milg hum jaisa aapko,neutral
siddiqui kamalnath ko tag nhi kar rhe kyunki secular govt hai waha pe nhi sidh modi ko tag karta dara hua muslim shahid siddiqu nan,neutral
hiiiii think becam mutual month happi u follow back lol love tw,positive
iss kunal ka itn bhav mat kuch log apni aukat se jyada uchhalt hain better ignor hi,neutral
two chutiy ko kaun samjhay ki bjp elect peopl india churan pratiyogita nan,neutral
pakistan may dosra system hota phir bhi oversea pakistanio ka pocho mat nan,neutral
neel bhai aapko janamdiwa ki haardik badhaiyan bhagwan aapko sehatmand rakh aur aapk k,positive
paji ye siddhu na sardar hai na asardar hai ye sirf gaddar hai nan,negative
modi chori kiya hei sala sovi e v vvpet machin vote kiya huwa list sob mill,negative
dekho ji radha rani toh brij ki aajkal hema ji hai aapko toh meera bankar gali ga,positive
log biwi ke liya maa ko bula dete hai usk jazbaat ko suli par chadha dete hai bhudh maa baap ke jo kaam nahi aog,negative
tum salo chamcho kabhi nhi sudhrog tum pappu mutra ka sevan kart rho bs nan,negative
congressio ko tere baap ke khoon ka hisab dena hoga amethi congress ne sabs jyada julam kia ab,negative
mamta didi joor joor se aur maan se pukaro jai shri ram jai shri ram sare paap dhul jate hai au,positive
canadian deshbhkat ko bulaya ya nahi bulaya hota aam hi khila deta oathceremoni modisarkar nan,neutral
apna famili stori twitter pe mat bol chutiy btw te,negative
bae babi love moon back moon ye kanjar khana zameen tak hi rkho nan,negative
ye takk ke insan ki film ka remak karn ki koi zaroorat nahi pehl main bahut excit,negative
aap ne bhut sare apn realm fan kho diy sir mene apna data khoya tha lekin wapa paa liya thank,positive
bs ek suba ki gujari usk baad hogi netao ki jamk barish kal dekhna hai kon bolta evm kharab hai bjp wale ya congress wale nan,neutral
archi happi birthday archi hope love day xxxxx nan,positive
ek video one plus pro full review ke sath love guruji nan,positive
swear person fav walla noth without life realli grate sist,positive
dedepyaard soo funni comedi strong emot movi ca nt wait de de pyaar de supbbb perform,positive
pakistani super intellectu today pakistan mein harr kaam ke peechay pak armi establish hai sab establishmen nan,neutral
odisha namaskar sir big fan respect grown way manag,positive
media sai best nan,positive
matlab ke main heraan hoon ais logon pe ke zindagi main karn ko koi kaam nahi reh gaya ke logon ke qadd pe tabsra,negative
english song fine aap road highway banao aur tree kaato aur usko develop ka naam,negative
kaltum islam best religion nan,positive
ye saari mil hum ko pagal bana rahe hain rch ke bachi nan,negative
sayad vo khin bhi thi mujhs pehl nan,neutral
chamdi udh dungi ye cm bolna sobha nahi deta ye desh tumhar baap ka nahi hai jo itna uchal rahi,negative
sweety rishta bhale hi onlin ka ho dard dil hi hota hai nan,neutral
hasan haa phle confirm btao kha hua nan,neutral
believ koi larki ho ghanta tareef nhi karta mai magar jaisa husn waqi kahi nhi yummi nan,neutral
sab ko bate dena koi pak se sikho world cup jita k dekhao phir j k k bare mai sochna nan,negative
championsanthem katori saap hai india sabka baap hai cheer squad name indian blue armi nan,neutral
joo se cae la baba de escucharl en el buen sentido jajajaja como se llama el sitio nan,negative
bigger wave modi sharkar barr barr thank modi ji way usa boston would li,positive
singh apna koi futur nhi bata payega nan,neutral
chutiy pic main bola pakistan hindu lol ja pani puri bhej nan,neutral
andhi ho gay ho underr bar dancer khusra nan,negative
tu pahl burnol laga le,neutral
nan,neutral
aaj ka din yaad gar h aap dubara pardhanmantri bndhe ho aapko dil se badhayi deta hun modi ji apki,positive
yeh paid tattu hi aisi baatein kar saktein hain think eve nan,negative
putangina bus driver kasohan nga walay sala pist nga bata tanawa ra gud og tarong oy kung naa bay sala ang bus,negative
chutiya tera time kabhi nahi aanewala aur apni chamchi ko,negative
sanskaari owesi jais logo ke audio video se hi radic ho raha hindu agar aaj ye halat,negative
ted talk today hope empow hug remind grit watch,positive
jai shree ram se dubara aan ke liy bjp p modi ji amit sah ji ke seth pure desh washiyo ko dil se bahut bahut,positive
ka gyan thinker tum mull ho atankwadi ko suport kart ho tumko ib pe yakin nahi court pe yakin n,neutral
koi nahi karega dhrna pardarsan agar koi leader pit jata ya mar jata hum karya karta es kaam ko,positive
mauritius pm wife kobita pm modi oath ceremoni delhi jai hind jai mauritius eah dosti hamesa ban,positive
surpris day shock day tum logon manaya tha mahin tak journalist ko ban kark airstr,negative
end galbat ustaaji bahot sohni eh photo ji tuhadi love u ustaaji,positive
har larki ki khuahish eid per bas haircut perfect hona chahiy baaki ki kher hy nan,positive
aap loog galti se bhi kabhi sach nahi bool sakt kya jave akhtar never done burq ki pairavi gaja nan,neutral
much fun play bgm ngk ngkbgm offl sr pallavi nan,positive
wolf aik tweet hi level ki hen ye zaror chori hoti hen p nan,negative
fir vhi baklol panti chalu congress ka pravakta nhi mila karam jale hindu muslim ki,negative
respect pm mani mani congratul sir desh ki trakki ke liy mera ek sujhaav hamaar desh shaaml,positive
sir local polic station pe complaint krne par bi sunwai nhi hai mene may ko complaint karwai,neutral
tm kise angl se b respect famili se nahi lagtay ho agr hotay izzatdar logon ki izzat kartay,negative
tweetss e karbala aunzela nan,neutral
dj pta nhi kyu hindu ladkiyan gandgi girti hi ja rhi hain libral hindu hone ka ye result hai nan,neutral
ke liy bhee pm modi ji ki hat trick lagwan ke liy praya start kar diya hai hamn aur ye hoga au,neutral
shri narendra modiji main aapki jeet keliy har monday upawaa rakha tha meri ye chotisi nava bh,neutral
nice song bekhayali mein bhi tera hi khayaal aay kyun bichhadna hai zaroori ye sawaal aay,positive
chotay chor hi kal ko daku bantay hin zartajgul reprimand yeh kal ko nawaz zardari na banay,positive
whenev modiji take retir want yogi pm amit shah great strategist good hm nan,positive
aayega modi hi pleas ab lagn lga h femin communism ab tums na ho payega agr ap nan,neutral
sabka saath sabka vika sabka viswa,positive
sala r u one invite nan,neutral
inki aishi ki taishi maro sale khudh ke bacch nahi hai kya inko saloko juto se p,negative
hayeeeee janiii thank yrrrr make birthday special allah bless,positive
jarur karegi bhai thodina ek hi game khelat rageng duniya ek game se bhi badhak hai accept bhai nan,positive
acharyaji mein aap ki piri baat se sehamet nahi hu kyu tv debat mein agar koi nahi jayega tho ye hindu aur musli,neutral
halat jo hmari h tmhari tou nhi h aisa h tou phir yeh koi yari tou nhi h tou jo muhabbat main dilah mang raha h ae sha nan,neutral
surya paagl askhol rant shit day one care u r frustrat,negative
jiska media nahi hota usk fan hote hai salman said interview komal nahata paidmediacantharmsalman nan,neutral
jazil sari dosto ko class se bahar nikal dyna punish nahi picnic hoti hai nan,positive
sidhu sir stay strong everi punjabi love s khich k jatta nan,positive
mere aur mere pariwar ki taraf se aap ko aur bjp pariwar k sabhi sadashyo bahut bahut hardik subhkam,positive
pubg ni khelta tiktok use ni krta suta ni lagata girlz ko dm ni krta societi accept nan,neutral
dekho bc koi sharam nahi h allah ke nam pe beekh dushman mulk se,negative
mashallah je zaror hum sub ik hai love pakhtoon love pak armi sun lo dhush,positive
congratul sir congo us elect imandaar chowkidar love u dear pm god bless u long live nan,positive
ajay bjp aur modi ko desh chalana nai aata uska kya ek anpadh vyakti se kya apeksha ki ja,negative
ab agar kisi ki cardiac arrest se death bhi ho jaay toh yehi boleng yeh chutiy ki welc,negative
uska record check karo director ahmedabad cooper bank wahan ke scam nan,negative
let s see kaun jeetega ca nt wait watch action pm engvsa cricketkacrown nan,neutral
kya predict hai aapki world cup ko lekar world cup virat koh fan b,neutral
talent bachpan nan,neutral
parti spokesperson nahi aarah hain pakistan ko shamil karliya wah ji wah indian media jai hind,neutral
postal vote bjp ke aur govern employe ko bjp se bhut ummid h,positive
phenomen advertis best leagu world genuin worst final ever seen,negative
sirf lagta hai hi hu jisn kal ka episod hi nhi dekha aisw review padh ke himat hi nhi hai dekhn ki ab aaj,neutral
sala everi child go school till th free educ govern ensur provid,positive
jee tareef bhee kardiya karai dil khol kar futur doc say pakistan sub ka,positive
insan pitaji bless mother happymothersday bless world nan,positive
beta aaya modi hebut main ek video dekha kuch dino pehl tum kapil sharma ko bol rehe kya,neutral
ek bade offic apn ek constabl ke khade hokar encourag karna bade dil ko darshata hai sir ur realli great nan,positive
priyankacraina thank babe nt even know much wish mean wish rai nan,positive
sir atalji alway us aapko bahut bahut subhkamnaay prabhu aapko aur jyada shakti pradan,positive
xxwwxx reason rumour mmg segelintir ppuan dr sne makeup beriya tp hakikat pengotor nauzubillah nan,neutral
bhai aaj tak tune kishi bhi scam par avaj nahi uthai par modi ji k kam kale gungan par avaj uthata hai,negative
aap savita ji fake video ki bajah se apni insult social media pr karat hue sharam nahi aati aapkoya,negative
patrag rohatgi bilkul sahi ins accha toh crore kutt paal l,negative
kutti maa k kutt pill nan,negative
movi date tayo u want hehe sino ka muna,neutral
ap ki galti hai ap ne btaya n apni team ko ye t world cup nahi h pakvwi worldcup cwc nan,neutral
tu tension mt le bhosdik tjhe bhi jldi arrest kiya jayega aur custodi liya jayega bc ye tere bawa,negative
sale dogl yadav kyu tera bap maulana ke lag gay,negative
life choic mistak lesson busi nan,negative
pikapika day readi sooooooooooooooo laat nan,neutral
bharat ke bhartiya drishtikon par adharit rashtvadi p modi ji ki hardik badhai,positive
rajput one mihan madc offic nagpur well,neutral
sir quetta sir plz take action sir qta allianc compani ki taraf sy logo k sath,neutral
buhahhha apki mpa seat hi ki tarah maryam safdar ki chamchagiri par mili hai nan,neutral
topic ye modi ne hamara jhut ki dukan aur polit carrier khatam kr diya nan,negative
sahi hai ab tumko bs hindu muslim hi bacha hai parti pravakta hai nhi jo debat krogi anchor,neutral
bhagat rathe exact sir well said sir nan,neutral
ham aaj sirf mobarak baa dena chunga desh ka hm aaj apnekursisambh liya hai ab deshk hitmekaam sundarta,neutral
kaafi acha hai point life ok pain n hurt accept,neutral
surya modi ji inspir us bt m wait day take oath s hist,neutral
hum deshwashi aapa hindu musalman kark british ki chal ko safal bana rahe hai,neutral
karrr hell naw lol shit nan,neutral
abu fact ur pretti ey sallo heart hehe nan,positive
lol great difficulti mard hain ya kuttey nan,negative
yah sala infutur mai kabhi bhi pass nahi ho payega mai pappu ko yahi ray doga ki tu bjp mai peon ki post,negative
splst chal tu apna dna karwa k apna sabit kr day k tu aik hi baap ki aulad hai aur apni maa ko,negative
person percept end day know anyway world mine nan,positive
thinker sharma thinker ye andh namazi ki kartut tum advertis kr rahe ho andh namazi log,negative
hope see fav person first day eid,neutral
hoti kha se ati h itni pavitr ldkiya jine bc nahi pta villen,negative
siddiqui sale chutia tere jais,negative
p ki bachh dekhi nhi de rhe ap sbko hm ketn presn h koi sunta nhi hmre,positive
congratul hounarbl prime minist shri narendar damod dass modi ji hum sabi bharat wasi yahi kaman,positive
allhamdulliah good ap kaisi hain faisal bhai nan,neutral
good found know yes unimport nan,negative
hope today tell pictur tri race unfit track got pun,positive
ke goli maardo ya isko captainci pr se hatao team na naa kr rkha gandu ne nan,negative
han exact think right ke jo bhi kaam achi neeyat dil se karein sab khud acha lag nan,positive
first time make halwa sawanak guy proud bibi jan,positive
good night pooja maim ji kais hai ap nameskar karna bhi bhul gayi ho parti badal diya kya apn apni jay hind jay,positive
hamar aadarniya pm narendra modi ji ko doobara pm banan par dher sari subhkamnay aasha karta hu,positive
