processed_text,label
aab_HI kan_EN bali_EN bakra_HI aag_HI banta_HI baap_HI chor_HI bulvay_HI purwajo_HI bejaat_HI karay_HI,negative
soul_EN x_HI janni_HI mujhs_HI funni_HI nan_EN,positive
gajar_HI halwa_HI wonder_EN vegetarian_EN indian_EN desert_EN combin_HI nut_EN milk_EN sugar_EN khya_HI ghee_HI grate_EN ca_HI nan_EN,neutral
bst_EN solut_HI end_EN terror_EN kashmir_EN terrorist_EN marn_HI hindu_EN ritiriwaz_HI antya_HI,negative
zafr_HI pehl_HI fact_EN pdh_HI chutiy_HI pakistan_EN kutt_HI map_EN wal_EN,negative
boob_EN perfect_EN wow_EN boob_EN,positive
shah_EN aay_HI padhar_HI hamar_HI aagan_HI itn_HI garmi_HI app_EN itn_HI logo_EN sth_HI nice_EN ahmedabad_EN nan_EN,neutral
nte_HI byah_HI fix_EN dur_HI reh_HI ab_HI chhokra_HI nan_EN,neutral
narend_HI modi_EN ji_HI jeet_HI ha_HI p_HI nhi_HI modi_EN nam_EN vote_EN magta_HI ha_HI sudhr_HI jao_HI sal_EN time_EN ha_HI,neutral
jroori_HI nahi_HI iskq_HI krk_HI dkh_HI mile_EN love_EN lovli_HI feel_EN nan_EN,positive
na_HI lucknow_EN da_HI kurta_HI na_HI pathan_HI shalwar_HI mrd_HI dil_EN warn_EN lge_HI bekar_NEG bnd_HI dil_EN nahi_HI ji_HI,neutral
adarsh_HI blockbust_HI bharatthiseid_HI mazaa_HI aayenga_HI super_EN excit_HI,positive
ais_EN ghatiya_NEG logo_EN waja_HI cngrss_HI rahibhai_HI ghatiya_NEG bina_HI,positive
kaumi_HI men_EN sale_EN scarc_HI nan_EN,positive
darr_HI achch_HI apn_HI saar_HI forc_HI high_EN alert_EN bjp_EN jeet_HI khushi_HI patak_HI paki_HI,neutral
hamar_HI pension_EN kay_EN jai_EN kisn_HI jai_EN jawan_HI jai_EN jawan_HI tavi_HI,positive
mam_EN janadesh_HI apman_HI hindustan_HI ji_HI jnta_HI thago_HI achh_HI pahchanti_HI,positive
bhauji_HI srf_HI holi_HI yaad_HI kart_EN elect_EN vote_EN na_HI kaar_HI harwa_HI dete_HI nan_EN,negative
prblm_HI yar_HI sex_EN mey_HI relgion_HI import_EN nan_EN,negative
nahi_HI samjht_HI houngay_HI fil_EN hokay_HI char_EN kay_EN chakar_HI deport_EN hokay_HI agaya_HI nan_EN,neutral
karam_HI jale_HI suprem_HI court_EN v_HI unh_HI clan_EN chit_EN sale_EN cngrss_HI kth_HI put_EN nan_EN,negative
natkhat_HI anki_HI teddi_HI bear_EN panda_EN bundl_HI joy_EN tl_HI raunak_HI cuti_HI cuti_HI cuti_HI pie_EN love_EN everyth_HI abo_HI nan_EN,positive
eid_EN mubrk_HI eid_EN mubrk_HI whatsapp_EN status_EN eid_EN ul_HI fitr_HI wish_EN,positive
sabs_HI chutia_HI baitha_HI h_HI lag_EN h_HI pakistan_EN loan_EN repay_EN karn_HI h_HI nan_EN,negative
peopl_HI believ_HI shi_EN make_EN food_EN sweeter_EN thnk_HI god_EN blunder_EN hw_HI food_EN tast_HI nice_EN nan_EN,positive
smjhdar_HI madam_EN wais_HI exit_EN poll_EN chhoda_HI nhi_HI rsult_HI waat_HI lag_EN gyi_HI nan_EN,neutral
ajkl_HI scientif_HI dunya_HI hamar_HI andaz_HI khatam_HI nahi_HI hotay_HI abay_HI past_EN nan_EN,neutral
najar_HI noth_HI oic_HI org_EN dissolv_HI serv_HI propos_HI bite_EN nan_EN,neutral
pooja_HI great_EN job_EN mashaallah_HI modi_EN ji_HI zendabad_HI zendabad_HI nan_EN,positive
bha_HI ab_HI brahmin_HI nahi_HI shudra_HI nahi_HI kshatriya_HI nahi_HI vaishi_HI nahi_HI srf_HI srf_HI hindu_EN,positive
fauj_HI pr_HI hath_EN dalo_HI phir_HI btay_HI gi_HI apko_HI fauj_HI badmash_HI,negative
fc_HI salam_EN himmat_HI bahut_HI bra_EN fan_EN allah_EN baccho_HI,positive
noormaqsood_HI wors_HI batsman_EN run_EN doubl_HI asia_EN bahir_HI scare_EN nan_EN,negative
idiot_EN dlal_HI bhdwa_HI elect_EN pehl_HI jais_HI chutiy_HI uthaya_HI baat_HI nan_EN,negative
bikbot_HI taxi_EN cmd_HI sanjay_EN bhati_HI arrest_EN kyon_HI nhi_HI karavrh_HI cror_HI scam_EN h_HI,negative
khoti_HI bach_EN km_HI area_EN renov_HI lie_EN lkh_HI tussi_HI saray_HI e_HI chor_HI nan_EN,positive
jitn_HI intrest_HI indian_EN hamar_HI match_EN mei_EN utn_HI tou_HI ham_EN nahi_HI nt_HI give_EN shit_EN,neutral
back_EN day_EN doodhwala_HI nan_EN,neutral
ach_HI padhai_HI chapter_EN life_EN nan_EN,neutral
hann_HI bilaw_HI paid_EN lkn_HI hanar_HI volunt_HI muqabl_HI nhi_HI kr_HI sakt_HI nan_EN,neutral
hey_EN mother_EN futur_HI littl_HI princess_EN inshallah_HI miss_EN u_HI alot_EN pleas_EN back_EN,positive
night_EN allah_EN hafz_HI allah_EN sb_HI apn_HI amaan_HI pakistan_EN zendabad_HI nan_EN,positive
asl_HI jnta_HI khaskar_HI nai_HI pidhi_HI jagrook_HI smjhdar_HI chuki_HI haiachh_HI kharab_NEG bure_HI,neutral
dhol_HI cant_EN agre_HI safer_EN famili_HI marriag_HI parent_EN ancesto_HI,positive
pm_HI modi_EN ji_HI kaht_HI h_HI alpsankhyak_HI sth_HI lekr_HI chaln_HI h_HI pich_HI srkar_HI alpsankhyak_HI vote_EN lene_HI liy_HI istem_HI,negative
media_EN confirm_EN nahi_HI khabr_HI gardesh_HI kash_HI etn_HI jaldi_HI na_HI marey_HI esi_HI onko_HI,neutral
kyc_HI updat_HI lafda_HI hatega_HI googl_HI pay_EN phone_EN pay_EN chalay_HI jabardst_HI apn_HI halt_EN lharab_HI nan_EN,negative
suprb_HI news_EN brilliant_EN appreci_HI khuda_HI kri_HI amal_HI nan_EN,positive
beef_EN khaaey_HI aitraaz_HI nahi_HI ab_HI khaan_HI jallad_HI baitho_HI shrm_HI kro_HI shr_HI,negative
nhi_HI iphon_HI android_EN switch_EN jaldi_HI krungi_HI nan_EN,neutral
ink_EN sasur_HI walo_HI saal_HI world_EN class_EN hospit_HI banay_HI ilaj_HI karao_HI na_HI nan_EN,neutral
hahaha_EN post_EN ug_HI sweet_EN messag_HI nmo_HI hahaha_EN nan_EN,neutral
bhkt_HI accept_EN abhakt_HI andhabhkt_HI fanci_HI nationalist_EN nan_EN,neutral
nghtmare_HI offic_HI electr_HI chl_HI gyi_HI isk_HI nan_EN,positive
lasvega_HI realli_HI deposit_EN alright_EN fam_EN edc_HI nan_EN,neutral
kill_EN morn_EN mile_EN bamenda_HI report_EN militari_HI open_EN fire_EN indiscrimin_HI quest_EN elimina_HI nan_EN,neutral
ur_HI h_HI e_HI heaven_EN earth_EN nan_EN,positive
friend_EN love_EN pipol_HI whatev_HI happin_HI mwa_HI nan_EN,positive
ayeshayi_HI age_EN height_EN fav_EN sng_HI dil_EN phool_HI khil_HI jay_EN heart_EN nan_EN,positive
anum_HI apki_HI person_EN avi_EN hisab_HI apkoo_HI chahiy_HI drop_EN nam_EN u_HI doctor_EN hafz_HI e_HI quran_EN nan_EN,neutral
nautanki_HI logo_EN tmhri_HI media_EN logo_EN bhla_HI jink_HI nam_EN vote_EN mang_HI desh_HI,neutral
yar_HI hindus_EN india_EN jai_EN sree_HI nahi_HI sakt_HI musalmn_HI bahar_HI aakar_HI,negative
bjp_EN agl_HI cm_HI baneg_HI advanc_HI congratul_HI bar_EN aapn_HI sbhi_HI,positive
cngrss_HI thnk_HI tank_EN usk_HI duba_HI rahul_EN galat_HI salah_EN bjp_EN achh_HI kamon_HI virudh_HI mahanga_HI pada_HI nan_EN,neutral
congratul_HI manya_HI modi_EN g_HI subhkamna_HI love_EN prim_HI minist_HI g_HI nan_EN,positive
ptm_HI big_EN boss_EN unk_HI unk_HI financ_HI thnk_HI god_EN allah_EN laakh_HI laakh_HI shukar_HI nan_EN,positive
bjp_EN cell_EN chaat_HI ti_HI rehti_HI dang_EN karan_EN liy_HI baithi_HI nan_EN,negative
link_EN peopl_HI debat_HI ndtv_HI modi_EN inclus_HI pitch_EN sabka_HI sth_HI sabka_HI vika_HI sabka_HI vishwa_HI modi_EN nan_EN,positive
nafrat_HI h_HI gussa_HI h_HI vishwa_HI nhi_HI h_HI muslim_EN bura_HI la_HI,negative
boondi_HI broke_EN mess_EN thnk_HI tip_EN ladi_HI small_EN littl_HI soul_EN sistersmc_HI group_EN awasom_HI nan_EN,positive
ab_HI raksh_HI bhagvan_HI systm_HI srkar_HI aaropiyon_HI bacha_HI rah_EN,neutral
remind_EN ab_HI elect_EN khatam_HI ab_HI passport_EN mjh_HI bhej_HI,neutral
vij_HI desh_HI bare_EN mat_EN sochn_HI nan_EN,positive
nt_HI mind_EN hate_EN caus_HI bab_HI probabl_HI hate_EN nan_EN,neutral
yogesh_HI tko_HI cartoon_EN lgti_HI nan_EN,negative
beta_EN apn_HI baap_HI puch_HI ais_EN kese_HI chutiy_HI nahi_HI hame_HI jeet_HI,negative
itn_HI paisa_HI pakistan_EN qoumi_HI khazani_HI ni_HI paisa_HI post_EN pr_HI eidi_HI maanga_HI h_HI,negative
thinker_EN bhul_HI gya_HI samosia_HI handsom_HI nhi_HI taklu_HI nan_EN,negative
maanniy_HI sansad_HI sohagpur_HI jnta_HI zaroorato_HI dekht_HI aps_EN mang_HI sohagpur_HI,positive
yaad_HI bari_HI gandi_HI cheez_HI kesi_HI cheez_HI zindegi_HI bulanai_HI kosish_HI kro_HI bhoolti_HI nahi_HI,neutral
surya_HI dear_EN enter_EN kabinet_HI modji_HI wish_EN bst_EN luck_EN nan_EN,neutral
nikhil_HI wish_EN u_HI happi_HI birthday_EN nikhil_HI annaya_HI,positive
dosti_HI mausam_HI nahi_HI apn_HI muddat_HI kre_HI rukhsat_HI jae_EN dosti_HI swan_EN nahi_HI toot_EN bars_EN tham_HI jae_EN dosti_HI aag_HI nahi_HI sul_HI nan_EN,neutral
chunav_HI parinamo_HI dikha_HI chit_EN fund_EN ghotal_HI rafel_HI chor_HI mahagathbandhan_HI waalo_HI chod_HI nan_EN,negative
sameer_HI bann_HI chala_HI hero_EN dekhiy_HI yehundinonkibaathai_HI raat_HI baje_HI samainainmumbai_HI,neutral
lag_EN gali_HI phr_HI haseen_HI event_EN na_HI shyd_HI phr_HI janm_HI worldcup_HI na_HI cricketworldcup_HI,negative
bandey_HI bachu_HI tara_EN wicket_EN yar_HI kia_EN namak_HI harm_EN afghan_EN b_HI harwa_HI deya_HI nan_EN,negative
dear_EN ji_HI great_EN step_EN draw_EN attent_HI uniform_EN staff_EN forest_EN dept_EN india_EN high_EN nan_EN,positive
modi_EN samarthak_HI chokidar_HI chokidar_HI chori_HI aarop_HI laga_HI,negative
aakansha_HI purana_HI bargadh_HI srf_HI srf_HI negat_HI bolt_EN h_HI nan_EN,neutral
wait_EN sometim_HI save_EN emot_HI till_EN june_EN maukamauka_HI nan_EN,neutral
happi_HI birthday_EN day_EN bring_EN make_EN smile_EN return_EN gift_EN mei_EN,positive
honest_EN opinion_EN liverpool_EN win_EN hope_EN win_EN thnk_HI spur_EN bring_EN kane_EN,positive
ope_HI mem_HI partner_EN happi_HI birthday_EN g_HI age_EN grace_EN gift_EN birthday_EN,positive
rashid_EN abh_HI kutt_HI logo_EN muhu_HI bnd_HI nan_EN,negative
pappu_HI pappu_HI juka_HI juka_HI suje_HI mu_HI gardhan_HI suj_HI gay_EN tao_EN pehal_HI,neutral
ha_HI isliy_HI pappu_HI jita_HI wayanad_HI piddi_HI literaci_HI udhar_HI kerala_EN qual_HI,negative
sadia_HI aqal_HI na_HI moja_HI moja_HI patwri_HI hazrat_HI aqal_HI sch_EN door_EN wasta_HI nahi_HI nan_EN,positive
mandir_HI nhi_HI bjp_EN hinduo_HI sidh_HI aajayeng_HI agl_HI chunav_HI nan_EN,negative
x_HI kumud_HI saraswatichandra_HI time_EN bepannaah_HI made_EN fall_EN love_EN nan_EN,positive
kehtay_HI apn_HI khaal_HI bachn_HI qabal_HI visibl_HI invis_HI banna_HI chahta_HI hay_EN pr_HI,neutral
ajaydevgnki_HI takshak_HI movi_HI sng_HI mjh_HI alg_HI duniya_HI sng_HI khamoshraat_HI,positive
siddiqui_HI,neutral
tmhri_HI samsyay_HI h_HI pahl_HI nahi_HI sudhr_HI abh_HI harkat_HI desh_HI logo_EN vote_EN h_HI,negative
shabash_HI totl_HI punjabi_EN style_EN mum_EN thnk_HI rishi_HI x_HI nan_EN,neutral
warm_EN match_EN thaak_HI chl_HI ra_HI afgvpak_HI nan_EN,neutral
salman_EN ji_HI deepak_HI kapoor_EN rohtak_HI ji_HI film_EN kahani_HI likhi_HI aapko_HI pasand_HI,neutral
nai_HI naw_EN aes_HI goal_EN ni_HI chahi_HI wrna_HI bnd_HI sari_EN umr_HI inh_HI chezun_HI pan_EN lga_HI rehta_HI enjoy_EN ni_HI kr_HI,positive
sinebyco_HI kutta_HI rupay_HI chihuahua_EN saali_HI breed_EN madarjaat_HI nan_EN,negative
surya_HI congratul_HI sabka_HI sabka_HI vika_HI sabka_HI visvash_HI trust_EN victori_HI bhart_HI india_EN,positive
rubika_HI r_HI bst_EN master_EN stroke_EN nan_EN,neutral
nt_HI marri_HI bst_EN friend_EN qki_HI dusr_HI bigada_HI h_HI fr_HI mill_EN kr_HI apn_HI baccho_HI b_HI bigad_HI doge_HI nan_EN,neutral
shaadiyon_HI chaat_HI bahut_HI khaaya_HI dahi_HI gujiya_HI chaat_HI khaaya_HI dekhiy_HI ban_EN,neutral
day_EN sirje_HI thnk_HI tweet_EN rd_HI day_EN raju_HI hope_EN meet_EN rajumeetsshahrukh_HI nan_EN,positive
tw_HI zyada_HI apn_HI rand_EN pan_EN pr_HI nh_HI utar_HI ai_HI h_HI bhnchd_HI tw_HI baap_HI nasl_HI pakistan_EN maal_HI,negative
wonder_EN idea_EN make_EN world_EN place_EN live_EN time_EN proud_EN bharatya_HI shapath_HI,positive
anpad_HI ganwar_HI googl_HI tube_EN sari_EN ayashiyo_HI gandhi_EN kahaniy_HI j_HI,negative
fav_EN marvel_EN charact_HI draw_EN sam_EN love_EN realli_HI relax_EN draw_EN,positive
congratul_HI achiev_HI great_EN victori_HI team_EN taraf_HI aapko_HI dher_HI saari_HI subhkamna_HI nan_EN,positive
angrej_HI bibio_HI kapd_HI dhoy_HI chutiy_HI deshbhakt_HI nehru_EN bolt_EN ky_HI,negative
khuda_HI chun_EN dusr_HI drd_HI chunt_HI hin_HI bat_EN nhi_HI,neutral
notobaccoday_HI sant_HI rampal_HI ji_HI maharaj_HI acquaint_HI mangal_HI knowledg_HI million_EN famili_HI live_EN free_EN nan_EN,neutral
public_EN jaanti_HI peopl_HI work_EN hrd_HI frame_EN ran_EN agend_HI,neutral
dewan_HI inderjit_HI,neutral
train_EN big_EN joke_EN hari_EN imam_EN team_EN kush_EN nahi_HI salta_HI nan_EN,negative
nahi_HI hoskta_HI r_HI never_EN gon_EN na_HI chang_EN grow_EN hindutv_HI n_HI noth_HI els_HI meat_EN khay_HI,negative
voic_HI america_EN khifat_HI samna_HI twitter_EN awam_HI mohsin_HI dawer_HI foj_HI wazristan_HI inkhila_HI matalba_HI mustarad_HI kr_HI dia_EN nan_EN,neutral
chand_HI tare_HI tod_EN full_EN video_EN sng_HI boss_EN shahrukh_HI khan_EN juhi_HI chawla_HI,neutral
sudhr_HI kumar_EN chaudhari_HI ji_HI madhyam_HI modi_EN ji_HI kahana_HI chahta_HI hoon_HI kisano_HI unk_HI apn_HI samma_HI,neutral
walekum_HI salam_EN nice_EN day_EN allah_EN taman_HI muskil_HI asan_HI farma_HI hmesh_HI apko_HI sabit_HI qadam_HI rakhea_HI nan_EN,positive
nasher_HI congret_HI nasher_HI deserv_HI aswel_HI nan_EN,positive
face_EN life_EN togeth_HI spend_EN money_EN money_EN nan_EN,positive
jai_EN hnd_HI bhart_HI mahan_HI special_EN thnk_HI,positive
saori_HI kimura_HI sexi_HI pic_EN japan_EN team_EN torayarrow_HI highqual_HI sexi_HI pic_EN,neutral
oo_HI itn_HI desh_HI prem_EN accident_EN prim_HI minist_HI pakistan_EN reles_HI,negative
azhar_HI india_EN parti_HI chl_HI khula_HI tazad_HI nahi_HI matlab_HI india_EN moqa_HI ssri_HI tea_EN,positive
ragini_HI ji_HI opposit_HI media_EN bycott_HI bjp_EN jeet_HI srf_HI srf_HI media_EN pachar_HI wajs_HI hoy_EN,neutral
mna_HI mohsin_HI dawar_HI custodi_HI north_EN wazristan_HI hurray_HI bst_EN news_EN day_EN eid_EN thufa_HI mohsin_HI dawar_HI,positive
modi_EN ji_HI great_EN h_HI jnta_HI liy_HI apn_HI kiy_HI waad_HI pr_HI kayam_HI h_HI jnta_HI modi_EN srkar_HI,positive
mewakili_HI pihak_HI ppdk_HI lubok_HI china_EN menerima_HI sumbangan_HI daripada_HI en_HI abd_EN halim_HI isa_EN pengurus_HI ladeng_HI frm_HI bst_EN food_EN ind_EN,neutral
jhant_HI chud_HI chz_HI bta_HI jism_HI desh_HI rank_EN top_EN,negative
dilli_HI polic_HI ab_HI chikara_HI ult_HI sidh_HI kaam_HI mat_EN warn_EN ab_HI polic_HI teetar_HI,neutral
saurus_HI intend_EN joke_EN funni_HI sens_EN humour_EN crazi_HI kid_EN nan_EN,neutral
garrywalia_HI jais_HI logi_HI vjah_HI desh_HI gulam_HI nan_EN,negative
slay_EN rcb_HI grp_HI ab_HI purani_HI chuki_HI sone_HI ab_HI nan_EN,neutral
aurr_HI allah_EN azab_HI pay_EN nazal_HI marti_HI howi_HI apn_HI biwi_HI ni_HI daikh_HI saka_HI beti_HI,neutral
hii_HI sweetheart_EN soo_EN intrest_HI energi_HI pop_EN,positive
nahi_HI ji_HI sadhwi_HI prgya_HI kisik_HI tukro_HI chl_HI chunao_HI nahi_HI jeeti_HI jan_EN aadesh_HI samman_HI sadhwi_HI prgya_HI,neutral
itn_HI aacha_HI khela_HI nahi_HI nan_EN,positive
vika_HI parti_HI sal_EN krk_HI bhart_HI nahi_HI sal_EN mena_HI illiteraci_HI poverti_HI unemp_HI nan_EN,positive
rajeev_HI mshra_HI bda_HI ind_EN vs_HI pak_EN match_EN bnd_HI kro_HI ab_HI dekht_HI ky_HI krta_HI nan_EN,negative
ali_EN es_HI hindu_EN musalmn_HI differ_EN nhi_HI kyonki_HI allah_EN,neutral
happyyi_HI sweet_EN vv_HI fun_EN w_HI today_EN enjoy_EN daayi_HI naa_HI pakay_HI utang_HI chika_HI ha_HI wa_HI ta_HI chika_HI rn_HI,positive
loog_HI jinko_HI nawazmafia_HI crupt_HI nazar_HI nahi_HI ayi_HI inkaay_HI lya_HI qarza_HI nazar_HI nahi_HI ata_EN,negative
ind_EN sharma_EN tmhri_HI sadko_HI nikl_HI chillat_HI nahin_HI pagalo_HI saal_HI chh_HI,negative
jiyada_HI gyaan_HI mat_EN bato_HI pleas_EN ak_HI great_EN nan_EN,positive
corpor_HI slave_EN bann_HI achh_HI monk_EN ban_EN bekaar_NEG forc_HI ba_HI,neutral
queenh_HI ajj_HI muji_HI noti_HI bnd_HI huy_HI phr_HI yaqeen_HI dilana_HI prta_HI interact_EN e_HI nai_HI karda_HI paya_HI nan_EN,neutral
veri_HI mam_EN chatu_HI anchor_EN chatu_HI media_EN saal_HI srf_HI srf_HI hindu_EN muslim_EN gandi_HI,negative
pagl_HI bab_HI maabaap_HI jagah_HI rd_HI bachch_HI gunehgar_HI batata_HI ab_HI modi_EN,negative
g_HI ha_HI ptm_HI haqeet_HI huq_HI bool_HI pakistan_EN dushamn_HI westandwithpakarmi_HI ptmkobannkaro_HI nan_EN,negative
saray_HI non_EN leagu_HI kutay_HI bhgori_HI kay_EN media_EN hous_HI paidawar_HI najaiz_HI bap_HI modi_EN hrami_HI nan_EN,negative
kimat_HI dokodi_HI amit_EN shah_EN captur_HI telegana_HI kcr_HI resign_EN nan_EN,negative
sorri_HI miss_EN nt_HI agr_HI kohi_HI tl_HI mention_EN saki_HI pta_EN chl_HI jya_HI ga_HI otherwis_HI nt_HI rememb_HI nan_EN,neutral
modi_EN ji_HI aapko_HI hardic_HI subhkamna_HI aapki_HI jeet_HI ab_HI aapk_HI samn_HI badi_HI chunoti_HI desh_HI,positive
recommend_EN anyon_HI cosmetolog_HI job_EN bolton_EN mo_HI click_EN link_EN bio_EN hair_EN stylist_EN ult_HI beauti_HI nan_EN,neutral
sabka_HI sth_HI sabka_HI viswa_HI sabka_HI vika_HI muslim_EN mntri_HI wah_EN wah_EN sabha_EN desh_HI badl_HI r_HI,negative
mar_EN taleem_HI sehat_HI tawaja_HI nhi_HI du_HI gai_HI tou_HI baluchistan_HI hakumat_HI khilf_HI social_EN media_EN bharp_HI,neutral
zate_HI chutiy_HI harmkhor_HI jara_HI shrm_HI maabaap_HI aulaad_HI apn_HI nan_EN,neutral
congratul_HI arsenal_EN footbal_HI club_EN absolut_HI huge_EN night_EN club_EN histor_HI,positive
bhansali_HI kaam_HI nahi_HI aaega_HI ab_HI p_HI gulli_HI boy_EN simmba_HI nan_EN,neutral
dear_EN suggest_EN futur_HI strategi_HI cngrss_HI,positive
ush_HI maha_HI purush_HI surnam_HI usk_HI bacho_HI nahi_HI apnya_HI usk_HI karrotot_HI,negative
jhoot_HI nahi_HI yay_EN apn_HI mahnat_HI pm_HI cheez_HI expri_HI kartay_HI,positive
khan_EN fat_EN gyi_HI kalbushan_HI chor_HI deta_HI dil_EN behlan_HI liy_HI khyal_HI acha_POS ghalib_HI nan_EN,negative
babyyi_HI lookk_HI handsom_HI uhh_EN nt_HI express_EN excit_HI word_EN,positive
xx_HI dil_EN duaa_HI aan_HI bhart_HI movi_HI super_EN hit_EN nan_EN,positive
badshah_HI zaheer_HI abba_EN khan_EN cricket_EN world_EN cup_EN sng_HI pakistan_EN,neutral
wc_HI semi_EN final_EN khelt_HI nahi_HI bb_HI time_EN predict_EN hina_HI nan_EN,neutral
safedi_HI chilla_HI saala_HI temp_EN jannat_HI nan_EN,neutral
krishn_HI usk_HI ceremoni_HI janm_HI nahi_HI aayega_HI faida_HI nahi_HI aabhi_HI jogiji_HI p_HI,neutral
bst_EN luck_EN lot_EN love_EN jai_EN hnd_HI vand_HI matarm_HI bhart_HI mata_EN jai_EN,positive
maa_HI love_EN day_EN mazaar_HI banegi_HI kutt_HI muteng_HI nan_EN,negative
khani_HI afghan_EN lanat_HI asl_HI pukhtoon_HI hien_HI nan_EN,negative
trend_EN no_HI saal_HI mdrchod_HI hatadi_HI nan_EN,negative
visit_EN place_EN india_EN bet_EN ca_HI nt_HI surviv_HI mess_EN food_EN nan_EN,negative
mona_EN mam_EN india_EN opposit_HI abh_HI live_EN tv_HI debat_HI nahi_HI kr_HI hindustan_HI media_EN bika_HI,neutral
scam_EN ible_HI vlog_HI tau_EN kutton_HI socha_HI ab_HI chullu_HI bhr_HI pan_EN doobna_HI,negative
saal_HI rahega_HI bhart_HI cr_HI dabang_HI cr_HI pleas_EN follow_EN mjh_HI nan_EN,neutral
kanjr_HI olaad_HI pas_EN kaam_HI nh_HI nai_HI wqhn_HI beth_EN yahn_HI bten_HI krta_HI kurta_HI pehnay_HI p_HI,negative
kha_HI ati_HI h_HI itn_HI pavitr_HI ldkiya_HI jine_HI nahi_HI pta_EN villen_HI,negative
pado_HI bangal_HI bhaioo_HI patak_HI phode_HI modi_EN jeet_HI bhart_HI modi_EN,positive
ce_HI citi_EN welcom_HI cool_EN citi_EN nan_EN,positive
feminist_EN tou_HI ham_EN racist_EN nahi_HI saktey_HI genius_EN relat_HI yesterday_EN told_EN j_HI nan_EN,neutral
vote_EN apko_HI demand_EN privat_HI campani_HI btech_HI kaam_HI krwat_HI,neutral
giri_HI jais_HI bjp_EN leader_EN bhadkau_HI byan_HI nahi_HI dete_HI bat_EN bat_EN pakistan_EN bhejt_HI giriraj_HI,negative
effort_EN nice_EN color_EN ais_EN ach_HI kaam_HI mn_HI lgana_HI chahi_HI nan_EN,neutral
abhinandon_HI modi_EN bjp_EN amr_HI proud_EN des_EN vik_HI,positive
dxbrealest_HI muslim_EN quran_EN padha_HI mulla_HI nam_EN daud_HI choudhari_HI nahi_HI nan_EN,negative
preshan_HI krk_HI rkh_HI shbd_HI mamta_HI peh_HI ignor_HI maar_HI deti_HI,neutral
ohh_EN season_EN matter_EN exact_EN mental_EN w_HI,neutral
atal_HI g_HI shi_EN kha_HI modi_EN g_HI unh_HI vipaksh_HI nhi_HI baithn_HI,neutral
debat_HI kart_EN pais_HI kamat_HI mrna_EN dusr_HI muslim_EN padta_HI plz_EN mulana_HI nt_HI debat_HI show_EN plz_EN nan_EN,neutral
sanzer_HI mc_HI hoor_HI chakkar_HI apn_HI iman_HI apn_HI desh_HI bech_HI doog_HI tumko_HI b_HI,negative
congratul_HI sabka_HI sth_HI sabka_HI vika_HI sabka_HI vishwash_HI bst_EN,positive
respact_HI susmaji_HI mam_EN appki_HI desh_HI abh_HI zrurt_HI mam_EN pls_EN return_EN ur_HI ministri_HI p_HI,neutral
break_EN worst_EN feel_EN halmet_HI pahen_HI bike_EN chalatay_HI hoy_EN srr_HI pay_EN khaarishh_HI hoi_HI h_HI nan_EN,positive
miss_EN hath_EN tobacco_EN ntf_HI,positive
surya_HI believ_HI systm_HI cheej_HI h_HI ar_HI hindu_EN muslim_EN baat_HI h_HI,neutral
bjd_HI jais_HI desh_HI drohi_HI nahi_HI haregi_HI navin_HI ji_HI h_HI suna_HI nahi_HI faltu_NEG bakwa_HI,negative
bst_EN chang_EN topic_EN apn_HI baa_HI,neutral
b_HI b_HI h_HI junmyeon_HI music_EN junmyeon_HI bst_EN leader_EN junmyeon_HI dinner_EN junmyeon_HI man_EN laugh_EN junmyeon_HI nan_EN,neutral
bst_EN announc_HI ab_HI hoyga_HI nyay_HI ab_HI ayga_HI shanti_HI cabinetannouncement_HI,positive
northernerd_HI oye_HI hoy_EN dil_EN ameer_HI raj_EN kapoor_EN awaara_HI type_EN hero_EN thnk_HI sport_EN nan_EN,neutral
jai_EN hnd_HI bhart_HI mata_EN jai_EN congratul_HI sheer_EN nrendra_HI damdar_HI das_EN modi_EN ji_HI im_HI happi_HI yar_HI,positive
sriji_HI tweet_EN patol_HI tweetr_HI handl_HI pr_HI nhi_HI pic_EN fake_EN nan_EN,negative
abu_EN bakar_HI yar_HI short_EN cours_HI walay_HI boys_EN hardship_EN cash_EN kartay_HI hein_HI becharay_HI wakay_HI jaan_HI day_EN rahay_HI h_HI nan_EN,positive
sorri_HI totl_HI disagre_HI u_HI desh_HI sare_HI bevkoof_HI nahi_HI sekt_HI design_EN majo_HI,neutral
ay_HI shrm_HI option_EN e_HI nhi_HI nan_EN,neutral
tadipar_HI power_EN liy_HI giddh_HI bann_HI srf_HI encount_HI,neutral
din_EN aay_HI dil_EN gaay_HI jiy_HI hazaron_HI saal_HI aarazu_HI happi_HI birthday_EN h_HI,positive
nautanki_HI bnd_HI pragaya_HI bhagao_HI parlement_HI,negative
twt_HI ilov_HI thnk_HI hrd_HI work_EN alwa_HI maintain_EN halath_HI yahh_HI nan_EN,positive
bataya_HI nahi_HI mahila_HI konshi_HI jati_HI jais_HI bar_EN batata_HI nan_EN,negative
vote_EN amrind_HI sth_HI apka_HI,neutral
kutt_HI tarha_HI gall_EN patta_HI aa_HI bhaunkna_HI bnd_HI nahi_HI muh_HI dikhaan_HI laayak_HI ni_HI parti_HI,negative
vika_HI nal_HI dhund_HI rahey_HI milla_HI bika_HI dhundt_HI dhundt_HI nal_HI bhey_HI gay_EN saa_HI,negative
god_EN love_EN countri_HI sometim_HI,positive
